,mp,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,team,total,home,index_opp,mp_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,team_opp,total_opp,home_opp,date,won
881,240.0,240.0,50.0,94.0,0.532,17.0,43.0,0.395,12.0,15.0,0.8,10.0,32.0,42.0,29.0,2.0,5.0,9.0,18.0,129.0,,0.641,0.622,0.457,0.16,23.8,72.7,48.8,58.0,2.1,7.1,8.2,100.0,132.6,136.7,,,16.0,23.0,0.696,6.0,12.0,0.75,8.0,11.0,1.0,4.0,6.0,10.0,9.0,1.0,3.0,3.0,3.0,40.0,3.0,0.825,0.786,1.0,0.478,21.2,30.4,25.9,32.3,2.4,6.5,50.0,38.5,234.0,141.0,MIL,129,1,0,240.0,240.0,52.0,96.0,0.542,11.0,26.0,0.423,18.0,24.0,0.75,12.0,32.0,44.0,32.0,6.0,4.0,4.0,16.0,133.0,,0.624,0.599,0.271,0.25,27.3,76.2,51.2,61.5,6.2,7.8,3.6,100.0,136.7,132.6,,,18.0,27.0,1.0,3.0,6.0,1.0,6.0,7.0,1.0,4.0,8.0,10.0,11.0,3.0,3.0,1.0,4.0,44.0,17.0,1.064,1.0,1.0,2.0,30.3,47.6,23.3,44.1,6.1,7.1,20.0,36.2,228.0,139.0,LAL,133,0,2022-12-02,False
882,240.0,240.0,40.0,94.0,0.426,10.0,40.0,0.25,19.0,25.0,0.76,9.0,39.0,48.0,23.0,12.0,4.0,21.0,18.0,109.0,,0.519,0.479,0.426,0.266,19.6,78.0,50.0,57.5,10.6,7.4,16.7,100.0,96.0,108.3,,,12.0,26.0,1.0,3.0,10.0,1.0,7.0,9.0,1.0,5.0,10.0,15.0,8.0,4.0,2.0,5.0,5.0,31.0,3.0,1.5,1.5,1.0,2.0,14.8,51.4,26.8,64.3,6.9,7.2,40.0,35.5,300.0,119.0,LAL,109,0,1,240.0,240.0,45.0,99.0,0.455,16.0,45.0,0.356,17.0,23.0,0.739,11.0,37.0,48.0,31.0,11.0,4.0,18.0,23.0,123.0,,0.564,0.535,0.455,0.232,22.0,80.4,50.0,68.9,9.7,7.4,14.2,100.0,108.3,96.0,,,10.0,22.0,0.75,4.0,13.0,0.667,9.0,9.0,1.0,5.0,6.0,7.0,7.0,4.0,1.0,4.0,5.0,33.0,30.0,0.788,0.75,0.75,0.667,20.5,55.9,26.8,57.1,5.2,6.8,40.0,34.5,177.0,102.0,GSW,123,1,2022-10-18,False
883,240.0,240.0,45.0,99.0,0.455,16.0,45.0,0.356,17.0,23.0,0.739,11.0,37.0,48.0,31.0,11.0,4.0,18.0,23.0,123.0,,0.564,0.535,0.455,0.232,22.0,80.4,50.0,68.9,9.7,7.4,14.2,100.0,108.3,96.0,,,10.0,22.0,0.75,4.0,13.0,0.667,9.0,9.0,1.0,5.0,6.0,7.0,7.0,4.0,1.0,4.0,5.0,33.0,30.0,0.788,0.75,0.75,0.667,20.5,55.9,26.8,57.1,5.2,6.8,40.0,34.5,177.0,102.0,GSW,123,1,0,240.0,240.0,40.0,94.0,0.426,10.0,40.0,0.25,19.0,25.0,0.76,9.0,39.0,48.0,23.0,12.0,4.0,21.0,18.0,109.0,,0.519,0.479,0.426,0.266,19.6,78.0,50.0,57.5,10.6,7.4,16.7,100.0,96.0,108.3,,,12.0,26.0,1.0,3.0,10.0,1.0,7.0,9.0,1.0,5.0,10.0,15.0,8.0,4.0,2.0,5.0,5.0,31.0,3.0,1.5,1.5,1.0,2.0,14.8,51.4,26.8,64.3,6.9,7.2,40.0,35.5,300.0,119.0,LAL,109,0,2022-10-18,True
884,240.0,240.0,39.0,94.0,0.415,9.0,39.0,0.231,22.0,30.0,0.733,9.0,35.0,44.0,19.0,5.0,6.0,13.0,23.0,109.0,,0.508,0.463,0.415,0.319,17.6,79.5,46.3,48.7,4.8,12.8,10.8,100.0,104.1,117.4,,,15.0,29.0,0.8,3.0,10.0,1.0,6.0,7.0,1.0,7.0,7.0,14.0,8.0,1.0,2.0,6.0,5.0,36.0,2.0,0.979,0.875,0.857,1.5,31.1,36.0,33.4,43.9,2.3,9.9,26.0,37.2,208.0,123.0,MEM,109,0,1,240.0,240.0,43.0,91.0,0.473,18.0,44.0,0.409,19.0,26.0,0.731,9.0,42.0,51.0,31.0,6.0,5.0,10.0,18.0,123.0,,0.6,0.571,0.484,0.286,20.5,82.4,53.7,72.1,5.7,9.1,8.9,100.0,117.4,104.1,,,11.0,25.0,0.8,5.0,12.0,1.0,7.0,8.0,1.0,4.0,13.0,13.0,13.0,2.0,2.0,5.0,4.0,32.0,23.0,1.1,1.1,0.8,4.0,11.0,56.8,30.5,42.6,5.4,5.2,40.0,49.0,204.0,109.0,GSW,123,1,2022-12-25,False
885,240.0,240.0,43.0,91.0,0.473,18.0,44.0,0.409,19.0,26.0,0.731,9.0,42.0,51.0,31.0,6.0,5.0,10.0,18.0,123.0,,0.6,0.571,0.484,0.286,20.5,82.4,53.7,72.1,5.7,9.1,8.9,100.0,117.4,104.1,,,11.0,25.0,0.8,5.0,12.0,1.0,7.0,8.0,1.0,4.0,13.0,13.0,13.0,2.0,2.0,5.0,4.0,32.0,23.0,1.1,1.1,0.8,4.0,11.0,56.8,30.5,42.6,5.4,5.2,40.0,49.0,204.0,109.0,GSW,123,1,0,240.0,240.0,39.0,94.0,0.415,9.0,39.0,0.231,22.0,30.0,0.733,9.0,35.0,44.0,19.0,5.0,6.0,13.0,23.0,109.0,,0.508,0.463,0.415,0.319,17.6,79.5,46.3,48.7,4.8,12.8,10.8,100.0,104.1,117.4,,,15.0,29.0,0.8,3.0,10.0,1.0,6.0,7.0,1.0,7.0,7.0,14.0,8.0,1.0,2.0,6.0,5.0,36.0,2.0,0.979,0.875,0.857,1.5,31.1,36.0,33.4,43.9,2.3,9.9,26.0,37.2,208.0,123.0,MEM,109,0,2022-12-25,True
886,240.0,240.0,48.0,93.0,0.516,11.0,26.0,0.423,28.0,35.0,0.8,13.0,29.0,42.0,26.0,11.0,5.0,21.0,18.0,135.0,,0.623,0.575,0.28,0.376,28.9,70.7,48.8,54.2,9.8,8.5,16.2,100.0,120.0,113.8,,,10.0,17.0,0.857,3.0,7.0,1.0,12.0,12.0,1.0,5.0,11.0,12.0,7.0,3.0,2.0,6.0,4.0,33.0,18.0,0.952,1.0,0.438,0.706,18.5,38.9,22.0,27.9,7.7,5.5,29.7,28.2,193.0,122.0,OKC,135,0,1,240.0,240.0,47.0,89.0,0.528,10.0,30.0,0.333,24.0,30.0,0.8,12.0,32.0,44.0,25.0,13.0,10.0,23.0,23.0,128.0,,0.626,0.584,0.337,0.337,29.3,71.1,51.2,53.2,11.6,14.9,18.4,100.0,113.8,120.0,,,10.0,22.0,1.0,2.0,6.0,0.667,7.0,8.0,1.0,3.0,15.0,18.0,6.0,6.0,4.0,5.0,5.0,27.0,13.0,1.0,1.0,0.75,0.667,25.4,53.7,33.7,23.4,6.8,9.6,50.8,30.4,154.0,130.0,MIN,128,1,2022-12-03,True
887,240.0,240.0,47.0,89.0,0.528,10.0,30.0,0.333,24.0,30.0,0.8,12.0,32.0,44.0,25.0,13.0,10.0,23.0,23.0,128.0,,0.626,0.584,0.337,0.337,29.3,71.1,51.2,53.2,11.6,14.9,18.4,100.0,113.8,120.0,,,10.0,22.0,1.0,2.0,6.0,0.667,7.0,8.0,1.0,3.0,15.0,18.0,6.0,6.0,4.0,5.0,5.0,27.0,13.0,1.0,1.0,0.75,0.667,25.4,53.7,33.7,23.4,6.8,9.6,50.8,30.4,154.0,130.0,MIN,128,1,0,240.0,240.0,48.0,93.0,0.516,11.0,26.0,0.423,28.0,35.0,0.8,13.0,29.0,42.0,26.0,11.0,5.0,21.0,18.0,135.0,,0.623,0.575,0.28,0.376,28.9,70.7,48.8,54.2,9.8,8.5,16.2,100.0,120.0,113.8,,,10.0,17.0,0.857,3.0,7.0,1.0,12.0,12.0,1.0,5.0,11.0,12.0,7.0,3.0,2.0,6.0,4.0,33.0,18.0,0.952,1.0,0.438,0.706,18.5,38.9,22.0,27.9,7.7,5.5,29.7,28.2,193.0,122.0,OKC,135,0,2022-12-03,False
888,240.0,240.0,41.0,89.0,0.461,13.0,31.0,0.419,23.0,28.0,0.821,14.0,34.0,48.0,26.0,6.0,7.0,13.0,18.0,118.0,,0.582,0.534,0.348,0.315,29.2,79.1,52.7,63.4,6.2,12.7,11.4,100.0,121.4,115.2,,,10.0,23.0,1.0,4.0,7.0,1.0,8.0,10.0,1.0,5.0,8.0,13.0,12.0,2.0,2.0,4.0,3.0,32.0,22.0,1.5,1.5,1.0,2.0,18.0,33.0,24.6,46.0,4.0,7.1,18.4,42.9,278.0,124.0,LAC,118,0,1,240.0,240.0,42.0,90.0,0.467,17.0,35.0,0.486,11.0,15.0,0.733,9.0,34.0,43.0,24.0,6.0,7.0,11.0,23.0,112.0,,0.58,0.561,0.389,0.167,20.9,70.8,47.3,57.1,6.2,12.1,10.2,100.0,115.2,121.4,,,13.0,24.0,1.0,9.0,16.0,1.0,3.0,4.0,1.0,2.0,11.0,13.0,7.0,2.0,3.0,2.0,6.0,37.0,2.0,1.5,1.5,1.0,0.333,24.3,32.6,20.3,32.1,3.5,9.0,53.2,32.4,144.0,128.0,POR,112,1,2022-11-29,True
889,240.0,240.0,42.0,90.0,0.467,17.0,35.0,0.486,11.0,15.0,0.733,9.0,34.0,43.0,24.0,6.0,7.0,11.0,23.0,112.0,,0.58,0.561,0.389,0.167,20.9,70.8,47.3,57.1,6.2,12.1,10.2,100.0,115.2,121.4,,,13.0,24.0,1.0,9.0,16.0,1.0,3.0,4.0,1.0,2.0,11.0,13.0,7.0,2.0,3.0,2.0,6.0,37.0,2.0,1.5,1.5,1.0,0.333,24.3,32.6,20.3,32.1,3.5,9.0,53.2,32.4,144.0,128.0,POR,112,1,0,240.0,240.0,41.0,89.0,0.461,13.0,31.0,0.419,23.0,28.0,0.821,14.0,34.0,48.0,26.0,6.0,7.0,13.0,18.0,118.0,,0.582,0.534,0.348,0.315,29.2,79.1,52.7,63.4,6.2,12.7,11.4,100.0,121.4,115.2,,,10.0,23.0,1.0,4.0,7.0,1.0,8.0,10.0,1.0,5.0,8.0,13.0,12.0,2.0,2.0,4.0,3.0,32.0,22.0,1.5,1.5,1.0,2.0,18.0,33.0,24.6,46.0,4.0,7.1,18.4,42.9,278.0,124.0,LAC,118,0,2022-11-29,False
890,240.0,240.0,38.0,87.0,0.437,12.0,40.0,0.3,19.0,26.0,0.731,6.0,33.0,39.0,17.0,8.0,6.0,10.0,14.0,107.0,,0.543,0.506,0.46,0.299,12.5,75.0,42.4,44.7,7.9,11.3,9.2,100.0,106.0,121.9,,,13.0,23.0,0.8,3.0,9.0,1.0,4.0,7.0,1.0,1.0,8.0,9.0,5.0,3.0,3.0,2.0,3.0,31.0,2.0,0.903,0.9,1.0,1.0,13.8,32.5,18.1,67.7,4.1,12.2,40.0,30.8,232.0,131.0,BOS,107,0,1,240.0,240.0,47.0,92.0,0.511,13.0,39.0,0.333,16.0,20.0,0.8,11.0,42.0,53.0,26.0,3.0,6.0,13.0,20.0,123.0,,0.61,0.582,0.424,0.217,25.0,87.5,57.6,55.3,3.0,12.8,11.4,100.0,121.9,106.0,,,14.0,26.0,0.75,6.0,11.0,0.545,9.0,10.0,1.0,3.0,12.0,15.0,7.0,2.0,2.0,4.0,5.0,34.0,20.0,0.731,0.75,1.0,0.625,18.3,45.3,29.5,28.4,2.7,7.7,33.3,32.9,228.0,113.0,GSW,123,1,2022-12-10,False
891,240.0,240.0,47.0,92.0,0.511,13.0,39.0,0.333,16.0,20.0,0.8,11.0,42.0,53.0,26.0,3.0,6.0,13.0,20.0,123.0,,0.61,0.582,0.424,0.217,25.0,87.5,57.6,55.3,3.0,12.8,11.4,100.0,121.9,106.0,,,14.0,26.0,0.75,6.0,11.0,0.545,9.0,10.0,1.0,3.0,12.0,15.0,7.0,2.0,2.0,4.0,5.0,34.0,20.0,0.731,0.75,1.0,0.625,18.3,45.3,29.5,28.4,2.7,7.7,33.3,32.9,228.0,113.0,GSW,123,1,0,240.0,240.0,38.0,87.0,0.437,12.0,40.0,0.3,19.0,26.0,0.731,6.0,33.0,39.0,17.0,8.0,6.0,10.0,14.0,107.0,,0.543,0.506,0.46,0.299,12.5,75.0,42.4,44.7,7.9,11.3,9.2,100.0,106.0,121.9,,,13.0,23.0,0.8,3.0,9.0,1.0,4.0,7.0,1.0,1.0,8.0,9.0,5.0,3.0,3.0,2.0,3.0,31.0,2.0,0.903,0.9,1.0,1.0,13.8,32.5,18.1,67.7,4.1,12.2,40.0,30.8,232.0,131.0,BOS,107,0,2022-12-10,True
892,290.0,290.0,39.0,87.0,0.448,17.0,36.0,0.472,28.0,36.0,0.778,11.0,28.0,39.0,23.0,10.0,6.0,19.0,34.0,123.0,,0.598,0.546,0.414,0.414,23.9,63.6,43.3,59.0,9.2,10.9,15.6,100.0,112.6,120.8,,,12.0,21.0,0.667,7.0,11.0,0.875,14.0,17.0,1.0,3.0,6.0,8.0,7.0,3.0,3.0,7.0,6.0,39.0,8.0,0.85,0.833,1.0,1.0,17.6,25.3,12.9,32.1,3.5,19.5,23.0,45.1,233.0,131.0,PHI,123,0,1,290.0,290.0,42.0,94.0,0.447,14.0,39.0,0.359,34.0,44.0,0.773,16.0,35.0,51.0,19.0,9.0,3.0,19.0,27.0,132.0,,0.582,0.521,0.415,0.468,36.4,76.1,56.7,45.2,8.2,5.9,14.4,100.0,120.8,112.6,,,9.0,20.0,0.714,4.0,8.0,1.0,9.0,10.0,1.0,5.0,11.0,11.0,7.0,3.0,1.0,7.0,6.0,27.0,15.0,0.799,0.786,1.0,1.125,24.6,39.2,32.1,30.4,9.8,5.5,50.0,31.1,174.0,122.0,HOU,132,1,2022-12-05,False
893,290.0,290.0,42.0,94.0,0.447,14.0,39.0,0.359,34.0,44.0,0.773,16.0,35.0,51.0,19.0,9.0,3.0,19.0,27.0,132.0,,0.582,0.521,0.415,0.468,36.4,76.1,56.7,45.2,8.2,5.9,14.4,100.0,120.8,112.6,,,9.0,20.0,0.714,4.0,8.0,1.0,9.0,10.0,1.0,5.0,11.0,11.0,7.0,3.0,1.0,7.0,6.0,27.0,15.0,0.799,0.786,1.0,1.125,24.6,39.2,32.1,30.4,9.8,5.5,50.0,31.1,174.0,122.0,HOU,132,1,0,290.0,290.0,39.0,87.0,0.448,17.0,36.0,0.472,28.0,36.0,0.778,11.0,28.0,39.0,23.0,10.0,6.0,19.0,34.0,123.0,,0.598,0.546,0.414,0.414,23.9,63.6,43.3,59.0,9.2,10.9,15.6,100.0,112.6,120.8,,,12.0,21.0,0.667,7.0,11.0,0.875,14.0,17.0,1.0,3.0,6.0,8.0,7.0,3.0,3.0,7.0,6.0,39.0,8.0,0.85,0.833,1.0,1.0,17.6,25.3,12.9,32.1,3.5,19.5,23.0,45.1,233.0,131.0,PHI,123,0,2022-12-05,True
894,240.0,240.0,37.0,86.0,0.43,13.0,38.0,0.342,17.0,20.0,0.85,11.0,38.0,49.0,24.0,6.0,5.0,19.0,15.0,104.0,,0.549,0.506,0.442,0.233,22.4,80.9,51.0,64.9,5.9,10.4,16.7,100.0,103.1,106.1,,,7.0,14.0,0.8,3.0,7.0,1.0,6.0,7.0,1.0,4.0,12.0,16.0,6.0,4.0,1.0,5.0,3.0,23.0,14.0,1.0,1.0,0.8,0.583,14.6,32.5,21.2,30.3,5.3,9.9,30.6,29.8,161.0,114.0,SAC,104,0,1,240.0,240.0,40.0,89.0,0.449,17.0,41.0,0.415,10.0,14.0,0.714,9.0,38.0,47.0,28.0,13.0,5.0,16.0,18.0,107.0,,0.562,0.545,0.461,0.157,19.1,77.6,49.0,70.0,12.9,10.4,14.4,100.0,106.1,103.1,,,8.0,15.0,0.75,5.0,9.0,0.667,5.0,6.0,0.833,4.0,11.0,13.0,9.0,3.0,4.0,4.0,4.0,21.0,18.0,0.82,0.875,0.6,0.667,11.1,33.0,19.9,39.4,4.2,12.2,29.1,27.9,127.0,108.0,IND,107,1,2023-02-03,False
895,240.0,240.0,40.0,89.0,0.449,17.0,41.0,0.415,10.0,14.0,0.714,9.0,38.0,47.0,28.0,13.0,5.0,16.0,18.0,107.0,,0.562,0.545,0.461,0.157,19.1,77.6,49.0,70.0,12.9,10.4,14.4,100.0,106.1,103.1,,,8.0,15.0,0.75,5.0,9.0,0.667,5.0,6.0,0.833,4.0,11.0,13.0,9.0,3.0,4.0,4.0,4.0,21.0,18.0,0.82,0.875,0.6,0.667,11.1,33.0,19.9,39.4,4.2,12.2,29.1,27.9,127.0,108.0,IND,107,1,0,240.0,240.0,37.0,86.0,0.43,13.0,38.0,0.342,17.0,20.0,0.85,11.0,38.0,49.0,24.0,6.0,5.0,19.0,15.0,104.0,,0.549,0.506,0.442,0.233,22.4,80.9,51.0,64.9,5.9,10.4,16.7,100.0,103.1,106.1,,,7.0,14.0,0.8,3.0,7.0,1.0,6.0,7.0,1.0,4.0,12.0,16.0,6.0,4.0,1.0,5.0,3.0,23.0,14.0,1.0,1.0,0.8,0.583,14.6,32.5,21.2,30.3,5.3,9.9,30.6,29.8,161.0,114.0,SAC,104,0,2023-02-03,True
896,240.0,240.0,36.0,94.0,0.383,11.0,40.0,0.275,18.0,24.0,0.75,14.0,35.0,49.0,19.0,7.0,2.0,19.0,30.0,101.0,,0.483,0.441,0.426,0.255,25.0,76.1,48.0,52.8,6.6,4.4,15.4,100.0,95.8,103.4,,,10.0,22.0,1.0,3.0,9.0,1.0,5.0,7.0,1.0,3.0,8.0,10.0,5.0,2.0,1.0,5.0,5.0,24.0,5.0,1.0,1.0,1.0,0.778,20.2,36.9,27.7,34.7,3.0,3.0,66.7,31.6,190.0,113.0,HOU,101,0,1,240.0,240.0,38.0,90.0,0.422,13.0,45.0,0.289,20.0,30.0,0.667,11.0,42.0,53.0,28.0,11.0,5.0,15.0,28.0,109.0,,0.528,0.494,0.5,0.333,23.9,75.0,52.0,73.7,10.4,9.3,12.7,100.0,103.4,95.8,,,10.0,15.0,0.667,5.0,10.0,0.5,4.0,6.0,1.0,3.0,8.0,9.0,6.0,4.0,1.0,4.0,6.0,24.0,10.0,0.725,0.7,1.0,4.0,10.9,32.7,19.7,29.6,6.1,8.0,27.3,24.8,143.0,102.0,UTA,109,1,2022-10-26,False
897,240.0,240.0,38.0,90.0,0.422,13.0,45.0,0.289,20.0,30.0,0.667,11.0,42.0,53.0,28.0,11.0,5.0,15.0,28.0,109.0,,0.528,0.494,0.5,0.333,23.9,75.0,52.0,73.7,10.4,9.3,12.7,100.0,103.4,95.8,,,10.0,15.0,0.667,5.0,10.0,0.5,4.0,6.0,1.0,3.0,8.0,9.0,6.0,4.0,1.0,4.0,6.0,24.0,10.0,0.725,0.7,1.0,4.0,10.9,32.7,19.7,29.6,6.1,8.0,27.3,24.8,143.0,102.0,UTA,109,1,0,240.0,240.0,36.0,94.0,0.383,11.0,40.0,0.275,18.0,24.0,0.75,14.0,35.0,49.0,19.0,7.0,2.0,19.0,30.0,101.0,,0.483,0.441,0.426,0.255,25.0,76.1,48.0,52.8,6.6,4.4,15.4,100.0,95.8,103.4,,,10.0,22.0,1.0,3.0,9.0,1.0,5.0,7.0,1.0,3.0,8.0,10.0,5.0,2.0,1.0,5.0,5.0,24.0,5.0,1.0,1.0,1.0,0.778,20.2,36.9,27.7,34.7,3.0,3.0,66.7,31.6,190.0,113.0,HOU,101,0,2022-10-26,True
898,240.0,240.0,38.0,80.0,0.475,11.0,27.0,0.407,26.0,37.0,0.703,9.0,32.0,41.0,22.0,9.0,4.0,9.0,14.0,113.0,,0.587,0.544,0.338,0.463,23.7,68.1,48.2,57.9,9.6,7.0,8.5,100.0,120.6,117.4,,,10.0,20.0,1.0,5.0,10.0,0.5,11.0,14.0,1.0,5.0,9.0,10.0,6.0,3.0,1.0,3.0,5.0,29.0,25.0,1.042,1.0,0.8,1.0,21.5,26.4,17.3,31.4,5.5,4.5,37.5,36.4,170.0,126.0,WAS,113,0,1,240.0,240.0,41.0,89.0,0.461,13.0,32.0,0.406,15.0,19.0,0.789,15.0,29.0,44.0,26.0,2.0,1.0,14.0,23.0,110.0,,0.565,0.534,0.36,0.213,31.9,76.3,51.8,63.4,2.1,1.9,12.6,100.0,117.4,120.6,,,12.0,21.0,0.75,9.0,16.0,0.563,6.0,7.0,1.0,5.0,9.0,13.0,11.0,2.0,1.0,4.0,5.0,31.0,18.0,0.717,0.75,0.762,0.636,17.0,35.4,22.8,45.7,2.9,2.8,33.3,35.7,145.0,124.0,PHO,110,1,2022-12-20,True
899,240.0,240.0,41.0,89.0,0.461,13.0,32.0,0.406,15.0,19.0,0.789,15.0,29.0,44.0,26.0,2.0,1.0,14.0,23.0,110.0,,0.565,0.534,0.36,0.213,31.9,76.3,51.8,63.4,2.1,1.9,12.6,100.0,117.4,120.6,,,12.0,21.0,0.75,9.0,16.0,0.563,6.0,7.0,1.0,5.0,9.0,13.0,11.0,2.0,1.0,4.0,5.0,31.0,18.0,0.717,0.75,0.762,0.636,17.0,35.4,22.8,45.7,2.9,2.8,33.3,35.7,145.0,124.0,PHO,110,1,0,240.0,240.0,38.0,80.0,0.475,11.0,27.0,0.407,26.0,37.0,0.703,9.0,32.0,41.0,22.0,9.0,4.0,9.0,14.0,113.0,,0.587,0.544,0.338,0.463,23.7,68.1,48.2,57.9,9.6,7.0,8.5,100.0,120.6,117.4,,,10.0,20.0,1.0,5.0,10.0,0.5,11.0,14.0,1.0,5.0,9.0,10.0,6.0,3.0,1.0,3.0,5.0,29.0,25.0,1.042,1.0,0.8,1.0,21.5,26.4,17.3,31.4,5.5,4.5,37.5,36.4,170.0,126.0,WAS,113,0,2022-12-20,False
900,240.0,240.0,44.0,89.0,0.494,7.0,22.0,0.318,24.0,31.0,0.774,12.0,32.0,44.0,28.0,6.0,1.0,11.0,19.0,119.0,,0.58,0.534,0.247,0.348,27.9,86.5,55.0,63.6,6.0,2.2,9.7,100.0,119.6,113.5,,,11.0,23.0,1.0,2.0,8.0,1.0,8.0,10.0,1.0,5.0,8.0,10.0,10.0,2.0,1.0,4.0,4.0,26.0,10.0,1.034,1.125,0.8,1.333,22.4,43.1,23.9,39.3,3.3,4.3,33.3,32.9,161.0,118.0,CLE,119,0,1,240.0,240.0,40.0,78.0,0.513,11.0,33.0,0.333,22.0,29.0,0.759,5.0,31.0,36.0,17.0,6.0,4.0,16.0,27.0,113.0,,0.623,0.583,0.423,0.372,13.5,72.1,45.0,42.5,6.0,6.0,15.0,100.0,113.5,119.6,,,16.0,28.0,0.6,5.0,13.0,1.0,13.0,15.0,1.0,2.0,11.0,12.0,5.0,2.0,2.0,4.0,5.0,50.0,6.0,0.75,0.75,0.6,0.8,33.2,38.1,23.0,23.8,2.7,9.1,33.3,39.8,228.0,125.0,POR,113,1,2023-01-12,True
901,240.0,240.0,40.0,78.0,0.513,11.0,33.0,0.333,22.0,29.0,0.759,5.0,31.0,36.0,17.0,6.0,4.0,16.0,27.0,113.0,,0.623,0.583,0.423,0.372,13.5,72.1,45.0,42.5,6.0,6.0,15.0,100.0,113.5,119.6,,,16.0,28.0,0.6,5.0,13.0,1.0,13.0,15.0,1.0,2.0,11.0,12.0,5.0,2.0,2.0,4.0,5.0,50.0,6.0,0.75,0.75,0.6,0.8,33.2,38.1,23.0,23.8,2.7,9.1,33.3,39.8,228.0,125.0,POR,113,1,0,240.0,240.0,44.0,89.0,0.494,7.0,22.0,0.318,24.0,31.0,0.774,12.0,32.0,44.0,28.0,6.0,1.0,11.0,19.0,119.0,,0.58,0.534,0.247,0.348,27.9,86.5,55.0,63.6,6.0,2.2,9.7,100.0,119.6,113.5,,,11.0,23.0,1.0,2.0,8.0,1.0,8.0,10.0,1.0,5.0,8.0,10.0,10.0,2.0,1.0,4.0,4.0,26.0,10.0,1.034,1.125,0.8,1.333,22.4,43.1,23.9,39.3,3.3,4.3,33.3,32.9,161.0,118.0,CLE,119,0,2023-01-12,False
902,240.0,240.0,40.0,83.0,0.482,5.0,22.0,0.227,17.0,18.0,0.944,10.0,25.0,35.0,21.0,10.0,3.0,21.0,23.0,102.0,,0.561,0.512,0.265,0.217,23.8,69.4,44.9,52.5,9.9,6.7,18.8,100.0,101.4,122.2,,,12.0,17.0,0.706,2.0,4.0,0.5,3.0,4.0,1.0,4.0,6.0,10.0,6.0,3.0,1.0,4.0,4.0,27.0,3.0,0.755,0.735,0.667,0.667,13.9,41.2,19.0,37.9,4.3,6.6,100.0,30.0,213.0,131.0,DEN,102,0,1,240.0,240.0,42.0,83.0,0.506,16.0,38.0,0.421,23.0,31.0,0.742,11.0,32.0,43.0,27.0,10.0,1.0,19.0,21.0,123.0,,0.636,0.602,0.458,0.373,30.6,76.2,55.1,64.3,9.9,1.6,16.4,100.0,122.2,101.4,,,6.0,13.0,1.0,4.0,9.0,0.667,7.0,8.0,1.0,5.0,8.0,12.0,8.0,2.0,1.0,6.0,6.0,20.0,24.0,1.0,1.0,0.75,1.2,36.8,44.2,40.8,32.0,7.0,2.5,37.5,45.3,215.0,109.0,UTA,123,1,2022-10-19,False
903,240.0,240.0,42.0,83.0,0.506,16.0,38.0,0.421,23.0,31.0,0.742,11.0,32.0,43.0,27.0,10.0,1.0,19.0,21.0,123.0,,0.636,0.602,0.458,0.373,30.6,76.2,55.1,64.3,9.9,1.6,16.4,100.0,122.2,101.4,,,6.0,13.0,1.0,4.0,9.0,0.667,7.0,8.0,1.0,5.0,8.0,12.0,8.0,2.0,1.0,6.0,6.0,20.0,24.0,1.0,1.0,0.75,1.2,36.8,44.2,40.8,32.0,7.0,2.5,37.5,45.3,215.0,109.0,UTA,123,1,0,240.0,240.0,40.0,83.0,0.482,5.0,22.0,0.227,17.0,18.0,0.944,10.0,25.0,35.0,21.0,10.0,3.0,21.0,23.0,102.0,,0.561,0.512,0.265,0.217,23.8,69.4,44.9,52.5,9.9,6.7,18.8,100.0,101.4,122.2,,,12.0,17.0,0.706,2.0,4.0,0.5,3.0,4.0,1.0,4.0,6.0,10.0,6.0,3.0,1.0,4.0,4.0,27.0,3.0,0.755,0.735,0.667,0.667,13.9,41.2,19.0,37.9,4.3,6.6,100.0,30.0,213.0,131.0,DEN,102,0,2022-10-19,True
