,mp,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,team,total,home,index_opp,mp_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,team_opp,total_opp,home_opp,date,won
445,240.0,240.0,39.0,97.0,0.402,8.0,34.0,0.235,22.0,27.0,0.815,17.0,32.0,49.0,25.0,7.0,3.0,15.0,15.0,108.0,,0.496,0.443,0.351,0.278,31.5,74.4,50.5,64.1,6.8,4.3,12.1,100.0,104.8,122.2,,,9.0,20.0,1.0,3.0,9.0,1.0,5.0,6.0,1.0,6.0,9.0,12.0,8.0,3.0,2.0,4.0,4.0,25.0,5.0,0.955,1.0,0.5,1.0,17.9,55.2,32.6,34.1,4.9,7.6,25.8,27.4,166.0,128.0,DET,108,1,0,240.0,240.0,50.0,92.0,0.543,7.0,23.0,0.304,19.0,21.0,0.905,11.0,37.0,48.0,23.0,11.0,8.0,14.0,17.0,126.0,,0.622,0.582,0.25,0.228,25.6,68.5,49.5,46.0,10.7,12.7,12.1,100.0,122.2,104.8,,,10.0,20.0,1.0,2.0,6.0,1.0,8.0,9.0,1.0,4.0,11.0,15.0,6.0,4.0,3.0,5.0,4.0,30.0,19.0,1.0,1.0,0.5,0.5,100.0,80.8,90.0,20.9,8.3,10.2,27.3,37.9,207.0,117.0,CHI,126,0,2023-01-19,False
446,240.0,240.0,39.0,87.0,0.448,10.0,29.0,0.345,20.0,20.0,1.0,12.0,37.0,49.0,20.0,7.0,10.0,24.0,14.0,108.0,,0.564,0.506,0.333,0.23,30.0,82.2,57.6,51.3,6.6,16.4,20.0,100.0,101.8,109.4,,,10.0,18.0,0.667,2.0,9.0,1.0,8.0,8.0,1.0,5.0,9.0,12.0,7.0,2.0,4.0,6.0,3.0,30.0,12.0,1.0,1.0,1.0,0.667,19.1,31.1,22.5,33.1,3.6,10.2,50.0,26.6,226.0,118.0,ORL,108,0,1,240.0,240.0,45.0,95.0,0.474,10.0,34.0,0.294,16.0,20.0,0.8,8.0,28.0,36.0,28.0,13.0,9.0,15.0,17.0,116.0,,0.559,0.526,0.358,0.211,17.8,70.0,42.4,62.2,12.3,15.5,12.6,100.0,109.4,101.8,,,12.0,18.0,0.75,3.0,8.0,0.667,10.0,11.0,1.0,4.0,5.0,9.0,10.0,3.0,3.0,5.0,4.0,34.0,22.0,1.0,1.0,1.0,0.611,18.1,28.4,16.3,48.8,6.2,7.9,40.0,34.2,147.0,115.0,OKC,116,1,2022-11-01,False
447,240.0,240.0,45.0,95.0,0.474,10.0,34.0,0.294,16.0,20.0,0.8,8.0,28.0,36.0,28.0,13.0,9.0,15.0,17.0,116.0,,0.559,0.526,0.358,0.211,17.8,70.0,42.4,62.2,12.3,15.5,12.6,100.0,109.4,101.8,,,12.0,18.0,0.75,3.0,8.0,0.667,10.0,11.0,1.0,4.0,5.0,9.0,10.0,3.0,3.0,5.0,4.0,34.0,22.0,1.0,1.0,1.0,0.611,18.1,28.4,16.3,48.8,6.2,7.9,40.0,34.2,147.0,115.0,OKC,116,1,0,240.0,240.0,39.0,87.0,0.448,10.0,29.0,0.345,20.0,20.0,1.0,12.0,37.0,49.0,20.0,7.0,10.0,24.0,14.0,108.0,,0.564,0.506,0.333,0.23,30.0,82.2,57.6,51.3,6.6,16.4,20.0,100.0,101.8,109.4,,,10.0,18.0,0.667,2.0,9.0,1.0,8.0,8.0,1.0,5.0,9.0,12.0,7.0,2.0,4.0,6.0,3.0,30.0,12.0,1.0,1.0,1.0,0.667,19.1,31.1,22.5,33.1,3.6,10.2,50.0,26.6,226.0,118.0,ORL,108,0,2022-11-01,True
448,240.0,240.0,38.0,87.0,0.437,7.0,24.0,0.292,22.0,30.0,0.733,11.0,32.0,43.0,16.0,7.0,2.0,13.0,19.0,105.0,,0.524,0.477,0.276,0.345,24.4,82.1,51.2,42.1,7.0,4.0,11.5,100.0,104.6,113.6,,,8.0,16.0,1.0,2.0,7.0,1.0,9.0,11.0,1.0,4.0,7.0,9.0,6.0,2.0,1.0,7.0,5.0,24.0,12.0,1.0,1.0,0.545,0.733,19.0,46.7,22.9,21.6,3.7,5.0,50.0,26.1,200.0,119.0,TOR,105,0,1,240.0,240.0,44.0,82.0,0.537,11.0,32.0,0.344,15.0,22.0,0.682,7.0,34.0,41.0,27.0,7.0,5.0,18.0,27.0,114.0,,0.622,0.604,0.39,0.268,17.9,75.6,48.8,61.4,7.0,7.9,16.4,100.0,113.6,104.6,,,10.0,17.0,0.778,5.0,7.0,0.714,5.0,7.0,1.0,3.0,9.0,9.0,7.0,3.0,3.0,4.0,6.0,27.0,17.0,1.063,1.063,0.875,0.6,22.2,26.4,16.4,28.2,10.4,7.3,40.5,31.6,176.0,114.0,BRK,114,1,2022-12-02,False
449,240.0,240.0,44.0,82.0,0.537,11.0,32.0,0.344,15.0,22.0,0.682,7.0,34.0,41.0,27.0,7.0,5.0,18.0,27.0,114.0,,0.622,0.604,0.39,0.268,17.9,75.6,48.8,61.4,7.0,7.9,16.4,100.0,113.6,104.6,,,10.0,17.0,0.778,5.0,7.0,0.714,5.0,7.0,1.0,3.0,9.0,9.0,7.0,3.0,3.0,4.0,6.0,27.0,17.0,1.063,1.063,0.875,0.6,22.2,26.4,16.4,28.2,10.4,7.3,40.5,31.6,176.0,114.0,BRK,114,1,0,240.0,240.0,38.0,87.0,0.437,7.0,24.0,0.292,22.0,30.0,0.733,11.0,32.0,43.0,16.0,7.0,2.0,13.0,19.0,105.0,,0.524,0.477,0.276,0.345,24.4,82.1,51.2,42.1,7.0,4.0,11.5,100.0,104.6,113.6,,,8.0,16.0,1.0,2.0,7.0,1.0,9.0,11.0,1.0,4.0,7.0,9.0,6.0,2.0,1.0,7.0,5.0,24.0,12.0,1.0,1.0,0.545,0.733,19.0,46.7,22.9,21.6,3.7,5.0,50.0,26.1,200.0,119.0,TOR,105,0,2022-12-02,True
450,240.0,240.0,45.0,96.0,0.469,14.0,43.0,0.326,18.0,22.0,0.818,10.0,45.0,55.0,16.0,2.0,4.0,9.0,21.0,122.0,,0.577,0.542,0.448,0.229,23.8,84.9,57.9,35.6,2.0,5.6,7.8,100.0,121.4,100.5,,,10.0,19.0,0.571,3.0,8.0,0.6,7.0,8.0,1.0,4.0,8.0,11.0,5.0,1.0,3.0,5.0,4.0,28.0,22.0,0.786,0.786,0.857,0.438,17.3,24.0,21.0,100.0,2.0,7.7,18.2,30.0,231.0,107.0,NYK,122,0,1,240.0,240.0,40.0,97.0,0.412,5.0,26.0,0.192,16.0,21.0,0.762,8.0,32.0,40.0,25.0,6.0,7.0,4.0,18.0,101.0,,0.475,0.438,0.268,0.216,15.1,76.2,42.1,62.5,6.0,13.2,3.6,100.0,100.5,121.4,,,9.0,15.0,1.0,2.0,6.0,1.0,10.0,13.0,1.0,2.0,6.0,8.0,11.0,4.0,2.0,1.0,4.0,20.0,2.0,1.5,1.5,1.0,0.929,24.4,30.7,15.7,49.4,6.1,24.4,33.3,46.9,300.0,130.0,ATL,101,1,2023-02-15,True
451,240.0,240.0,40.0,97.0,0.412,5.0,26.0,0.192,16.0,21.0,0.762,8.0,32.0,40.0,25.0,6.0,7.0,4.0,18.0,101.0,,0.475,0.438,0.268,0.216,15.1,76.2,42.1,62.5,6.0,13.2,3.6,100.0,100.5,121.4,,,9.0,15.0,1.0,2.0,6.0,1.0,10.0,13.0,1.0,2.0,6.0,8.0,11.0,4.0,2.0,1.0,4.0,20.0,2.0,1.5,1.5,1.0,0.929,24.4,30.7,15.7,49.4,6.1,24.4,33.3,46.9,300.0,130.0,ATL,101,1,0,240.0,240.0,45.0,96.0,0.469,14.0,43.0,0.326,18.0,22.0,0.818,10.0,45.0,55.0,16.0,2.0,4.0,9.0,21.0,122.0,,0.577,0.542,0.448,0.229,23.8,84.9,57.9,35.6,2.0,5.6,7.8,100.0,121.4,100.5,,,10.0,19.0,0.571,3.0,8.0,0.6,7.0,8.0,1.0,4.0,8.0,11.0,5.0,1.0,3.0,5.0,4.0,28.0,22.0,0.786,0.786,0.857,0.438,17.3,24.0,21.0,100.0,2.0,7.7,18.2,30.0,231.0,107.0,NYK,122,0,2023-02-15,False
452,240.0,240.0,39.0,95.0,0.411,13.0,36.0,0.361,14.0,20.0,0.7,9.0,40.0,49.0,15.0,8.0,4.0,7.0,22.0,105.0,,0.506,0.479,0.379,0.211,16.7,83.3,48.0,38.5,7.9,7.5,6.3,100.0,104.1,105.1,,,9.0,26.0,0.667,4.0,8.0,1.0,4.0,6.0,1.0,6.0,10.0,13.0,5.0,3.0,2.0,3.0,6.0,26.0,23.0,1.031,1.0,1.0,0.714,28.7,25.2,20.9,19.8,4.4,4.6,20.5,30.5,169.0,113.0,LAC,105,0,1,240.0,240.0,39.0,90.0,0.433,9.0,37.0,0.243,19.0,27.0,0.704,8.0,45.0,53.0,16.0,2.0,0.0,10.0,17.0,106.0,,0.52,0.483,0.411,0.3,16.7,83.3,52.0,41.0,2.0,0.0,8.9,100.0,105.1,104.1,,,21.0,39.0,0.6,2.0,8.0,0.333,10.0,15.0,1.0,4.0,15.0,19.0,8.0,1.0,0.0,3.0,4.0,54.0,23.0,0.735,0.7,1.0,1.0,11.0,36.6,24.5,33.6,1.9,0.0,25.0,57.2,126.0,110.0,MIL,106,1,2023-02-02,False
453,240.0,240.0,39.0,90.0,0.433,9.0,37.0,0.243,19.0,27.0,0.704,8.0,45.0,53.0,16.0,2.0,0.0,10.0,17.0,106.0,,0.52,0.483,0.411,0.3,16.7,83.3,52.0,41.0,2.0,0.0,8.9,100.0,105.1,104.1,,,21.0,39.0,0.6,2.0,8.0,0.333,10.0,15.0,1.0,4.0,15.0,19.0,8.0,1.0,0.0,3.0,4.0,54.0,23.0,0.735,0.7,1.0,1.0,11.0,36.6,24.5,33.6,1.9,0.0,25.0,57.2,126.0,110.0,MIL,106,1,0,240.0,240.0,39.0,95.0,0.411,13.0,36.0,0.361,14.0,20.0,0.7,9.0,40.0,49.0,15.0,8.0,4.0,7.0,22.0,105.0,,0.506,0.479,0.379,0.211,16.7,83.3,48.0,38.5,7.9,7.5,6.3,100.0,104.1,105.1,,,9.0,26.0,0.667,4.0,8.0,1.0,4.0,6.0,1.0,6.0,10.0,13.0,5.0,3.0,2.0,3.0,6.0,26.0,23.0,1.031,1.0,1.0,0.714,28.7,25.2,20.9,19.8,4.4,4.6,20.5,30.5,169.0,113.0,LAC,105,0,2023-02-02,True
454,240.0,240.0,39.0,86.0,0.453,14.0,39.0,0.359,10.0,11.0,0.909,7.0,29.0,36.0,24.0,3.0,6.0,14.0,17.0,102.0,,0.561,0.535,0.453,0.128,17.9,76.3,46.8,61.5,3.2,9.4,13.4,100.0,108.8,121.6,,,12.0,27.0,0.75,5.0,8.0,1.0,3.0,3.0,1.0,2.0,9.0,11.0,10.0,1.0,4.0,6.0,4.0,28.0,6.0,1.0,1.0,1.0,0.75,8.0,36.7,22.2,55.2,4.3,8.7,36.1,42.4,195.0,128.0,MIL,102,0,1,240.0,240.0,48.0,86.0,0.558,7.0,22.0,0.318,11.0,17.0,0.647,9.0,32.0,41.0,33.0,9.0,3.0,9.0,13.0,114.0,,0.61,0.599,0.256,0.198,23.7,82.1,53.2,68.8,9.6,6.4,8.8,100.0,121.6,108.8,,,19.0,27.0,0.704,3.0,6.0,0.5,4.0,4.0,1.0,3.0,6.0,9.0,10.0,2.0,1.0,4.0,3.0,38.0,20.0,0.833,0.833,1.0,0.8,10.5,40.0,23.6,37.7,5.5,10.0,16.7,38.8,166.0,116.0,CLE,114,1,2023-01-21,False
455,240.0,240.0,48.0,86.0,0.558,7.0,22.0,0.318,11.0,17.0,0.647,9.0,32.0,41.0,33.0,9.0,3.0,9.0,13.0,114.0,,0.61,0.599,0.256,0.198,23.7,82.1,53.2,68.8,9.6,6.4,8.8,100.0,121.6,108.8,,,19.0,27.0,0.704,3.0,6.0,0.5,4.0,4.0,1.0,3.0,6.0,9.0,10.0,2.0,1.0,4.0,3.0,38.0,20.0,0.833,0.833,1.0,0.8,10.5,40.0,23.6,37.7,5.5,10.0,16.7,38.8,166.0,116.0,CLE,114,1,0,240.0,240.0,39.0,86.0,0.453,14.0,39.0,0.359,10.0,11.0,0.909,7.0,29.0,36.0,24.0,3.0,6.0,14.0,17.0,102.0,,0.561,0.535,0.453,0.128,17.9,76.3,46.8,61.5,3.2,9.4,13.4,100.0,108.8,121.6,,,12.0,27.0,0.75,5.0,8.0,1.0,3.0,3.0,1.0,2.0,9.0,11.0,10.0,1.0,4.0,6.0,4.0,28.0,6.0,1.0,1.0,1.0,0.75,8.0,36.7,22.2,55.2,4.3,8.7,36.1,42.4,195.0,128.0,MIL,102,0,2023-01-21,True
456,240.0,240.0,43.0,92.0,0.467,15.0,35.0,0.429,21.0,29.0,0.724,12.0,34.0,46.0,28.0,9.0,5.0,13.0,21.0,122.0,,0.582,0.549,0.38,0.315,27.9,81.0,54.1,65.1,8.9,10.2,11.0,100.0,120.6,110.7,,,12.0,23.0,0.667,5.0,10.0,1.0,6.0,8.0,1.0,4.0,10.0,14.0,10.0,4.0,2.0,4.0,4.0,33.0,21.0,0.751,0.75,0.6,0.538,15.0,38.3,26.5,51.7,6.0,10.8,22.2,35.6,147.0,119.0,MEM,122,0,1,240.0,240.0,37.0,84.0,0.44,13.0,35.0,0.371,25.0,30.0,0.833,8.0,31.0,39.0,26.0,7.0,7.0,14.0,24.0,112.0,,0.576,0.518,0.417,0.357,19.0,72.1,45.9,70.3,6.9,12.3,12.6,100.0,110.7,120.6,,,7.0,16.0,0.75,3.0,6.0,0.667,9.0,12.0,1.0,2.0,6.0,6.0,7.0,3.0,2.0,4.0,5.0,24.0,13.0,1.0,1.0,0.75,1.0,15.2,37.3,23.6,38.0,5.1,11.2,100.0,29.1,153.0,130.0,DET,112,1,2022-12-04,True
457,240.0,240.0,37.0,84.0,0.44,13.0,35.0,0.371,25.0,30.0,0.833,8.0,31.0,39.0,26.0,7.0,7.0,14.0,24.0,112.0,,0.576,0.518,0.417,0.357,19.0,72.1,45.9,70.3,6.9,12.3,12.6,100.0,110.7,120.6,,,7.0,16.0,0.75,3.0,6.0,0.667,9.0,12.0,1.0,2.0,6.0,6.0,7.0,3.0,2.0,4.0,5.0,24.0,13.0,1.0,1.0,0.75,1.0,15.2,37.3,23.6,38.0,5.1,11.2,100.0,29.1,153.0,130.0,DET,112,1,0,240.0,240.0,43.0,92.0,0.467,15.0,35.0,0.429,21.0,29.0,0.724,12.0,34.0,46.0,28.0,9.0,5.0,13.0,21.0,122.0,,0.582,0.549,0.38,0.315,27.9,81.0,54.1,65.1,8.9,10.2,11.0,100.0,120.6,110.7,,,12.0,23.0,0.667,5.0,10.0,1.0,6.0,8.0,1.0,4.0,10.0,14.0,10.0,4.0,2.0,4.0,4.0,33.0,21.0,0.751,0.75,0.6,0.538,15.0,38.3,26.5,51.7,6.0,10.8,22.2,35.6,147.0,119.0,MEM,122,0,2022-12-04,False
458,240.0,240.0,41.0,81.0,0.506,8.0,31.0,0.258,16.0,24.0,0.667,9.0,34.0,43.0,24.0,5.0,5.0,19.0,22.0,106.0,,0.579,0.556,0.383,0.296,23.1,85.0,54.4,58.5,5.0,9.1,17.2,100.0,106.7,121.8,,,13.0,19.0,1.0,3.0,8.0,1.0,5.0,9.0,1.0,4.0,12.0,16.0,9.0,2.0,2.0,4.0,4.0,32.0,2.0,1.0,1.0,1.0,1.0,14.2,58.5,29.6,57.1,3.2,42.6,36.8,31.4,200.0,128.0,DEN,106,0,1,240.0,240.0,41.0,81.0,0.506,11.0,26.0,0.423,28.0,36.0,0.778,6.0,30.0,36.0,29.0,10.0,5.0,10.0,22.0,121.0,,0.625,0.574,0.321,0.444,15.0,76.9,45.6,70.7,10.1,10.0,9.4,100.0,121.8,106.7,,,12.0,19.0,0.667,8.0,11.0,0.727,8.0,11.0,1.0,3.0,5.0,8.0,6.0,3.0,1.0,4.0,5.0,38.0,23.0,0.861,0.842,1.0,3.333,18.2,31.1,24.6,46.5,4.9,7.0,22.5,36.9,160.0,116.0,NOP,121,1,2022-12-04,False
459,240.0,240.0,41.0,81.0,0.506,11.0,26.0,0.423,28.0,36.0,0.778,6.0,30.0,36.0,29.0,10.0,5.0,10.0,22.0,121.0,,0.625,0.574,0.321,0.444,15.0,76.9,45.6,70.7,10.1,10.0,9.4,100.0,121.8,106.7,,,12.0,19.0,0.667,8.0,11.0,0.727,8.0,11.0,1.0,3.0,5.0,8.0,6.0,3.0,1.0,4.0,5.0,38.0,23.0,0.861,0.842,1.0,3.333,18.2,31.1,24.6,46.5,4.9,7.0,22.5,36.9,160.0,116.0,NOP,121,1,0,240.0,240.0,41.0,81.0,0.506,8.0,31.0,0.258,16.0,24.0,0.667,9.0,34.0,43.0,24.0,5.0,5.0,19.0,22.0,106.0,,0.579,0.556,0.383,0.296,23.1,85.0,54.4,58.5,5.0,9.1,17.2,100.0,106.7,121.8,,,13.0,19.0,1.0,3.0,8.0,1.0,5.0,9.0,1.0,4.0,12.0,16.0,9.0,2.0,2.0,4.0,4.0,32.0,2.0,1.0,1.0,1.0,1.0,14.2,58.5,29.6,57.1,3.2,42.6,36.8,31.4,200.0,128.0,DEN,106,0,2022-12-04,True
460,240.0,240.0,39.0,81.0,0.481,19.0,42.0,0.452,18.0,24.0,0.75,4.0,27.0,31.0,22.0,10.0,4.0,19.0,17.0,115.0,,0.628,0.599,0.519,0.296,10.3,62.8,37.8,56.4,9.5,5.7,17.2,100.0,109.4,115.1,,,9.0,16.0,0.727,7.0,11.0,0.667,3.0,6.0,1.0,1.0,6.0,7.0,15.0,3.0,4.0,3.0,5.0,26.0,14.0,0.901,0.909,1.0,4.0,3.9,64.4,33.8,72.9,9.2,8.2,100.0,33.1,249.0,125.0,IND,115,0,1,240.0,240.0,44.0,93.0,0.473,8.0,23.0,0.348,25.0,27.0,0.926,16.0,35.0,51.0,25.0,15.0,2.0,21.0,21.0,121.0,,0.577,0.516,0.247,0.29,37.2,89.7,62.2,56.8,14.3,5.1,16.7,100.0,115.1,109.4,,,9.0,18.0,0.6,4.0,9.0,0.5,9.0,10.0,1.0,5.0,16.0,21.0,8.0,6.0,2.0,6.0,4.0,28.0,21.0,0.678,0.611,0.5,0.667,38.5,62.6,39.1,33.2,7.8,7.8,37.5,33.9,134.0,119.0,MIN,121,1,2022-12-07,False
461,240.0,240.0,44.0,93.0,0.473,8.0,23.0,0.348,25.0,27.0,0.926,16.0,35.0,51.0,25.0,15.0,2.0,21.0,21.0,121.0,,0.577,0.516,0.247,0.29,37.2,89.7,62.2,56.8,14.3,5.1,16.7,100.0,115.1,109.4,,,9.0,18.0,0.6,4.0,9.0,0.5,9.0,10.0,1.0,5.0,16.0,21.0,8.0,6.0,2.0,6.0,4.0,28.0,21.0,0.678,0.611,0.5,0.667,38.5,62.6,39.1,33.2,7.8,7.8,37.5,33.9,134.0,119.0,MIN,121,1,0,240.0,240.0,39.0,81.0,0.481,19.0,42.0,0.452,18.0,24.0,0.75,4.0,27.0,31.0,22.0,10.0,4.0,19.0,17.0,115.0,,0.628,0.599,0.519,0.296,10.3,62.8,37.8,56.4,9.5,5.7,17.2,100.0,109.4,115.1,,,9.0,16.0,0.727,7.0,11.0,0.667,3.0,6.0,1.0,1.0,6.0,7.0,15.0,3.0,4.0,3.0,5.0,26.0,14.0,0.901,0.909,1.0,4.0,3.9,64.4,33.8,72.9,9.2,8.2,100.0,33.1,249.0,125.0,IND,115,0,2022-12-07,True
462,240.0,240.0,35.0,94.0,0.372,13.0,50.0,0.26,18.0,27.0,0.667,11.0,28.0,39.0,22.0,5.0,1.0,9.0,18.0,101.0,,0.477,0.441,0.532,0.287,20.8,66.7,41.1,62.9,4.9,1.4,7.8,100.0,99.8,140.3,,,8.0,14.0,1.0,3.0,8.0,0.75,8.0,13.0,1.0,3.0,5.0,7.0,5.0,2.0,1.0,4.0,5.0,19.0,3.0,0.833,1.0,1.0,2.0,12.2,30.8,15.9,39.7,4.3,4.4,25.0,32.2,177.0,146.0,MIL,101,0,1,240.0,240.0,56.0,102.0,0.549,12.0,32.0,0.375,18.0,23.0,0.783,14.0,42.0,56.0,30.0,5.0,7.0,7.0,19.0,142.0,,0.633,0.608,0.314,0.225,33.3,79.2,58.9,53.6,4.9,15.9,5.9,100.0,140.3,99.8,,,9.0,21.0,1.0,3.0,8.0,1.0,5.0,8.0,1.0,5.0,8.0,10.0,10.0,1.0,5.0,2.0,4.0,25.0,32.0,1.031,1.0,0.5,1.0,27.7,35.1,23.5,47.8,4.0,26.4,25.0,40.1,214.0,107.0,MEM,142,1,2022-12-15,False
463,240.0,240.0,56.0,102.0,0.549,12.0,32.0,0.375,18.0,23.0,0.783,14.0,42.0,56.0,30.0,5.0,7.0,7.0,19.0,142.0,,0.633,0.608,0.314,0.225,33.3,79.2,58.9,53.6,4.9,15.9,5.9,100.0,140.3,99.8,,,9.0,21.0,1.0,3.0,8.0,1.0,5.0,8.0,1.0,5.0,8.0,10.0,10.0,1.0,5.0,2.0,4.0,25.0,32.0,1.031,1.0,0.5,1.0,27.7,35.1,23.5,47.8,4.0,26.4,25.0,40.1,214.0,107.0,MEM,142,1,0,240.0,240.0,35.0,94.0,0.372,13.0,50.0,0.26,18.0,27.0,0.667,11.0,28.0,39.0,22.0,5.0,1.0,9.0,18.0,101.0,,0.477,0.441,0.532,0.287,20.8,66.7,41.1,62.9,4.9,1.4,7.8,100.0,99.8,140.3,,,8.0,14.0,1.0,3.0,8.0,0.75,8.0,13.0,1.0,3.0,5.0,7.0,5.0,2.0,1.0,4.0,5.0,19.0,3.0,0.833,1.0,1.0,2.0,12.2,30.8,15.9,39.7,4.3,4.4,25.0,32.2,177.0,146.0,MIL,101,0,2022-12-15,True
464,240.0,240.0,40.0,80.0,0.5,13.0,34.0,0.382,24.0,28.0,0.857,4.0,27.0,31.0,16.0,8.0,3.0,14.0,25.0,117.0,,0.634,0.581,0.425,0.35,11.8,81.8,46.3,40.0,8.1,6.4,13.2,100.0,119.2,128.3,,,9.0,18.0,0.643,5.0,9.0,0.556,12.0,12.0,1.0,2.0,14.0,15.0,7.0,3.0,1.0,6.0,5.0,35.0,4.0,0.908,0.821,0.75,1.0,8.6,54.6,28.8,31.7,6.0,9.5,28.6,33.9,165.0,136.0,PHI,117,0,1,240.0,240.0,46.0,82.0,0.561,12.0,35.0,0.343,22.0,28.0,0.786,6.0,30.0,36.0,24.0,8.0,3.0,10.0,24.0,126.0,,0.668,0.634,0.427,0.341,18.2,88.2,53.7,52.2,8.1,6.5,9.6,100.0,128.3,119.2,,,14.0,24.0,1.0,4.0,12.0,1.0,7.0,9.0,1.0,2.0,12.0,12.0,7.0,2.0,1.0,4.0,4.0,35.0,10.0,1.187,1.3,0.714,1.0,35.1,51.1,43.2,25.2,4.1,5.2,22.5,35.0,233.0,125.0,BOS,126,1,2022-10-18,False
465,240.0,240.0,46.0,82.0,0.561,12.0,35.0,0.343,22.0,28.0,0.786,6.0,30.0,36.0,24.0,8.0,3.0,10.0,24.0,126.0,,0.668,0.634,0.427,0.341,18.2,88.2,53.7,52.2,8.1,6.5,9.6,100.0,128.3,119.2,,,14.0,24.0,1.0,4.0,12.0,1.0,7.0,9.0,1.0,2.0,12.0,12.0,7.0,2.0,1.0,4.0,4.0,35.0,10.0,1.187,1.3,0.714,1.0,35.1,51.1,43.2,25.2,4.1,5.2,22.5,35.0,233.0,125.0,BOS,126,1,0,240.0,240.0,40.0,80.0,0.5,13.0,34.0,0.382,24.0,28.0,0.857,4.0,27.0,31.0,16.0,8.0,3.0,14.0,25.0,117.0,,0.634,0.581,0.425,0.35,11.8,81.8,46.3,40.0,8.1,6.4,13.2,100.0,119.2,128.3,,,9.0,18.0,0.643,5.0,9.0,0.556,12.0,12.0,1.0,2.0,14.0,15.0,7.0,3.0,1.0,6.0,5.0,35.0,4.0,0.908,0.821,0.75,1.0,8.6,54.6,28.8,31.7,6.0,9.5,28.6,33.9,165.0,136.0,PHI,117,0,2022-10-18,True
466,240.0,240.0,40.0,81.0,0.494,11.0,28.0,0.393,30.0,33.0,0.909,3.0,26.0,29.0,25.0,5.0,3.0,17.0,18.0,121.0,,0.633,0.562,0.346,0.407,8.1,74.3,40.3,62.5,4.6,5.7,15.1,100.0,111.4,140.9,,,8.0,15.0,1.0,3.0,5.0,1.0,11.0,11.0,1.0,2.0,5.0,5.0,6.0,2.0,1.0,3.0,3.0,27.0,14.0,1.5,1.5,1.0,1.0,21.6,66.6,32.4,41.1,4.1,7.5,50.0,30.4,277.0,146.0,BRK,121,0,1,240.0,240.0,56.0,94.0,0.596,20.0,41.0,0.488,21.0,25.0,0.84,9.0,34.0,43.0,39.0,9.0,4.0,16.0,24.0,153.0,,0.729,0.702,0.436,0.266,25.7,91.9,59.7,69.6,8.3,7.5,13.2,100.0,140.9,111.4,,,12.0,16.0,1.0,7.0,10.0,1.0,5.0,5.0,1.0,4.0,9.0,9.0,9.0,3.0,1.0,4.0,4.0,31.0,44.0,1.25,1.25,0.7,4.0,30.6,44.4,22.8,44.4,5.7,5.4,57.1,35.2,250.0,118.0,SAC,153,1,2022-11-15,False
